JUMBA,25.32,48.77,12.85,93.21,56.64,78.99,34.56,87.41,29.75,65.84,90.12,14.37,81.09,23.47,62.58,75.21,49.36,88.15,30.90,54.79,77.64
ABEV3,11.55,12.08,12.52,13.00,13.50,14.00,14.98,15.50,14.03,11.30,12.83,14.03,11.30,12.83
ALOS3,22.39,22.89,23.38,23.63,23.88,24.38,24.88,25.88,20.09,0.01,0.01,20.09,0.01,0.01
ASAI3,8.85,9.28,9.42,9.60,10.00,10.50,11.25,11.48,9.03,10.48,11.48,9.03,10.48
AZUL4,6.55,6.78,6.92,7.10,7.20,7.30,7.40,7.60,8.00,8.40,9.37,6.12,7.33,9.37,6.12,7.33
B3SA3,10.55,11.08,11.52,12.00,12.50,13.00,13.50,14.00,14.50,16.44,11.89,15.65,16.44,11.89,15.65
BBAS3,24.59,25.09,25.58,26.08,27.58,28.08,28.58,29.08,29.58,30.08,30.58,31.08,32.58,34.08,30.76,24.84,27.22,30.76,24.84,27.22
BBDC3,13.32,14.08,14.32,14.57,14.82,15.07,15.32,15.82,14.95,0.01,0.01,14.95,0.01,0.01
BBDC4,14.48,14.74,15.48,15.73,16.48,16.98,17.23,16.81,11.59,12.80,16.81,11.59,12.80
BBSE3,37.26,37.76,38.25,38.08,0.01,0.01,38.08,0.01,0.01
BEEF3,7.05,7.28,7.52,7.60,8.00,8.40,8.80,9.00,8.49,6.14,7.25,8.49,6.14,7.25
BHIA3,5.05,6.68,8.71,4.71,6.18,8.71,4.71,6.18
BOVA11,126.05,128.08,131.02,132.00,133.00,134.00,135.00,136.00,138.00,140.00,142.00,136.73,93.53,131.93,136.73,93.53,131.93
BPAC11,29.93,31.19,32.18,32.68,33.68,34.18,34.43,34.68,35.93,37.18,38.93,41.32,40.36,31.12,35.73,40.36,31.12,35.73
BRAP4,17.82,18.33,18.82,19.07,19.32,19.57,19.82,20.07,20.57,21.32,22.07,19.67,22.20,0.01,19.67,22.20,0.01
BRFS3,21.55,21.76,24.02,24.50,25.00,26.00,27.00,26.17,18.22,21.28,26.17,18.22,21.28
BRKM5,16.05,18.58,19.52,20.00,20.25,21.25,22.00,22.50,23.00,23.50,21.55,14.65,16.16,21.55,14.65,16.16
CASH3,5.75,6.15,6.34,6.74,7.14,7.34,7.40,5.60,6.71,7.40,5.60,6.71
